	0	1	2	3	4	5	6	7	8	9
lieb	0	1	0	0	0	0	2	0	0	0
echt	1	1	3	1	0	1	0	1	0	0
blibe	0	0	0	0	0	0	2	1	0	0
söll	0	1	0	0	1	0	0	1	1	0
usser	1	0	0	1	0	0	0	0	0	0
y	0	0	0	0	0	1	0	0	0	0
leur	0	0	0	0	0	0	0	1	0	0
lui	0	0	0	0	0	0	0	0	1	0
gmeint	3	1	1	0	1	2	2	1	0	0
töggele	0	0	0	0	0	0	0	0	1	0
drucke	1	0	0	0	0	0	0	0	0	0
dume	0	1	0	0	0	0	0	0	0	0
fescht	0	1	3	0	0	0	0	0	0	0
musch	0	0	2	0	3	1	0	1	0	0
emojiQthumbsUpSign	0	1	1	3	4	7	3	1	4	3
lol	0	0	0	0	0	0	0	0	1	0
hoffemer	0	0	1	0	0	0	0	0	0	0
welles	0	0	1	1	0	0	0	0	0	0
nanig	0	0	0	0	1	0	0	1	0	0
spil	0	0	0	0	0	0	0	1	0	0
anders	0	0	0	0	0	0	1	0	1	0
ufgschriebe	1	0	0	0	0	0	0	0	0	0
Merciii	0	0	0	0	0	0	0	1	0	0
zite	0	0	0	0	0	0	0	0	0	1
bracht	1	0	0	0	0	0	0	0	0	0
hets	0	0	2	0	2	1	0	1	0	0
genial	0	0	0	0	1	0	0	0	0	0
emfall	0	0	0	0	0	0	1	0	0	0
emojiQfaceWithStuckOutTongueAndTightlyClosedEyes	0	0	0	1	0	0	1	0	2	1
gfallt	0	0	0	0	0	0	0	0	0	1
verdient	0	0	0	0	1	0	0	0	0	0
doch	4	1	3	1	3	3	3	1	0	4
verchratz	0	0	1	0	0	0	0	0	0	0
schlimm	0	0	0	1	0	0	0	0	0	0
rugge	0	0	1	1	1	0	0	0	0	1
am	0	5	7	7	7	5	4	15	5	1
heichum	0	0	0	0	0	0	0	0	0	1
sturm	0	1	0	0	0	0	0	0	0	0
nacht	0	1	1	0	0	0	0	0	1	1
wartet	0	0	0	0	0	0	0	1	0	0
a	1	4	0	0	1	1	2	2	4	0
eif	4	3	3	0	1	0	2	1	1	0
duschi	0	0	0	0	0	1	0	0	0	0
lahni	0	0	0	0	0	0	1	0	0	0
dusche	0	0	0	0	0	0	1	2	0	0
vorem	0	0	0	1	0	0	0	0	1	0
mann	1	0	1	1	0	0	0	1	0	1
cool	5	3	1	0	1	0	0	0	0	1
heey	0	0	0	1	0	0	0	0	0	0
sisbroehrewort	0	0	0	0	0	0	0	0	1	0
Neee	0	0	0	0	0	0	0	0	0	1
gwüsst	28	5	1	0	0	0	0	0	1	0
herz	0	0	1	0	0	0	0	0	0	0
mis	0	0	0	1	1	1	0	0	2	0
gsehsch	0	1	0	0	2	0	0	0	0	0
emojiQbrokenHeart	0	0	0	1	0	0	0	1	0	1
siicher	1	0	0	0	0	0	0	0	0	0
ganzganz	0	1	0	0	0	0	0	0	0	0
duu	0	0	0	0	0	0	0	1	0	0
Jaavooll	0	0	0	0	0	0	0	0	0	1
dra	4	3	0	0	0	1	0	0	0	0
zwiiflet	0	1	0	0	0	0	0	0	0	0
böhi	0	0	1	0	0	0	0	1	0	0
man	1	0	0	0	0	2	0	0	1	0
sonen	0	0	1	0	0	0	0	1	0	0
bedütet	1	0	0	0	1	0	0	0	0	0
raktion	0	0	0	0	0	1	0	0	0	0
sini	0	0	0	1	0	0	2	0	0	0
demfall	0	3	0	0	0	0	1	0	0	0
emojiQgreenHeart	0	0	0	0	0	0	0	1	1	0
mom	1	0	0	0	0	0	0	0	0	0
berkay	0	0	0	0	0	0	1	0	0	0
regt	0	0	1	0	0	0	0	0	0	0
frögt	0	0	0	0	0	0	0	1	1	0
begeisteret	1	0	0	0	0	0	0	0	0	0
verstah	2	0	1	0	0	3	0	0	0	0
ia	1	1	0	0	0	0	0	1	1	0
chas	0	2	0	0	0	0	0	0	1	0
verletzt	0	0	0	0	0	1	0	0	2	0
iiversüchtig	0	0	0	0	1	1	0	0	0	0
werded	0	0	0	0	0	0	0	2	0	0
fraue	0	0	0	0	1	0	0	0	1	0
chan	0	1	2	2	3	0	0	2	0	3
maitli	0	0	0	0	0	0	0	1	0	0
anderne	0	1	0	0	0	0	0	0	1	0
gahts	0	0	0	1	0	0	0	0	0	0
näh	0	0	0	0	0	0	1	0	0	0
ernscht	0	0	0	0	0	0	0	1	0	0
gseht	1	3	1	2	0	0	0	0	0	1
geili	0	0	0	0	0	1	0	0	0	0
choche	0	0	0	0	0	1	1	0	1	0
entschuldiget	1	0	0	0	0	0	0	0	0	0
bechunt	0	0	0	1	0	0	0	0	1	0
gwüsse	1	0	0	0	1	0	0	0	0	0
schlechts	0	0	0	0	0	1	0	0	0	0
eini	0	0	0	0	0	0	0	1	0	2
nacher	1	0	0	0	0	1	0	1	1	0
meinig	2	0	0	1	0	0	0	0	0	0
mengisch	0	0	1	0	0	0	1	1	0	0
sondern	1	0	0	0	0	0	0	0	0	0
bös	0	0	0	1	0	0	0	0	0	0
zahle	0	1	0	0	0	0	1	1	1	0
drozdem	0	0	0	1	0	0	0	0	0	0
woo	0	0	0	0	0	1	0	1	0	0
dfbpokal	0	0	0	0	0	0	0	0	1	0
plant	1	0	0	0	0	0	0	0	0	1
uuf	2	0	1	0	0	0	1	0	0	1
pass	0	3	0	0	0	0	0	0	0	0
hehehe	0	0	0	0	1	0	0	1	0	0
ine	2	0	0	0	0	0	0	0	1	0
powerpointpräsentation	0	1	0	0	0	0	0	0	0	0
link	0	0	0	1	0	0	0	0	0	0
bring	0	0	0	0	0	0	1	0	0	0
emojiQdisappointedFace	0	0	0	0	0	0	0	0	2	1
schmelzpunkt	0	0	0	0	0	0	1	0	0	0
niedriger	0	0	0	0	0	0	0	1	0	0
hoher	0	0	0	0	0	0	0	0	0	1
driss	0	1	0	0	0	0	0	0	0	0
schwatztante	0	0	0	1	0	0	0	0	0	0
pipelette	0	0	0	0	0	0	1	0	0	0
cafi	0	0	0	0	1	0	0	0	0	0
im	0	1	6	2	6	6	6	2	4	4
spaziere	0	0	0	0	0	0	0	0	1	0
agschisse	0	1	0	0	0	0	0	0	0	0
schwieriger	0	0	0	0	0	1	0	0	0	0
Test	0	0	0	0	0	0	0	1	0	0
womer	0	0	1	0	0	0	0	0	0	0
grad	2	15	5	2	3	3	4	0	0	3
neeii	0	0	0	0	0	0	0	0	0	1
ist	0	1	4	2	1	1	3	0	4	2
passiert	1	0	0	0	0	0	0	0	0	1
weissscho	1	0	0	0	0	0	0	0	0	0
)	4	0	0	8	1	0	2	3	5	1
status	0	0	0	0	0	1	1	0	0	0
schlussgmacht	0	0	0	0	0	0	0	1	0	0
hilfeee	0	0	0	0	0	1	0	0	0	0
gseh	8	6	1	3	0	3	1	1	0	0
iammeret	0	1	0	0	0	0	0	0	0	0
*O*	0	0	0	1	0	0	0	0	0	0
hot	0	0	0	0	1	0	0	0	0	0
#	0	0	0	0	1	1	0	0	0	0
:0	0	2	0	1	1	0	0	0	0	0
ohahaha	0	0	0	0	1	0	0	0	0	0
sait	0	0	0	0	0	0	0	0	0	1
ufo	1	0	0	0	0	0	0	0	0	0
bruchsch	0	0	0	1	0	0	0	0	0	0
jsa	0	0	0	0	1	0	0	0	0	0
fürd	0	0	0	0	0	2	0	0	0	0
aaber	0	0	0	0	0	0	1	0	0	0
;D	0	0	0	0	0	0	0	1	0	1
verbii	0	0	0	0	1	0	0	0	1	0
soo	0	0	0	0	0	0	2	0	1	1
liebsch	0	0	1	1	0	0	0	0	0	0
überhaubt	0	1	0	0	0	0	0	0	0	0
abzehlbar	0	0	1	0	0	0	0	0	0	0
N	0	0	0	1	0	0	0	0	0	0
fregt	0	0	0	0	0	0	0	1	0	0
wenner	0	0	0	0	0	0	0	0	1	0
ahzeigt	1	0	0	0	0	0	0	0	0	0
app	0	0	0	1	0	0	1	0	0	0
whats	0	0	0	0	1	0	0	0	0	0
gspeicheret	0	0	0	0	0	0	0	0	1	0
taken	0	1	0	0	0	1	0	0	0	0
happily	0	0	1	0	0	0	1	0	0	0
pic	0	0	0	0	0	0	1	0	0	1
schiick	0	0	0	0	0	0	0	1	0	0
(:	0	0	0	0	0	0	1	0	1	0
egaal	0	0	0	0	0	0	0	0	0	1
nerven	0	1	0	0	0	0	0	0	0	0
Worten	0	0	0	0	1	0	0	0	0	0
wenigen	0	0	0	0	0	1	1	0	0	0
menschen	0	0	0	0	0	0	0	1	0	0
unschuldige	0	0	0	0	0	0	0	0	1	0
amigs	0	0	0	0	1	0	0	1	0	0
fertig	0	1	0	0	1	1	0	1	1	1
musvhen	0	0	1	0	0	0	0	0	0	0
abgeh	1	1	0	0	0	0	0	0	0	0
handy	0	1	0	0	1	0	0	1	0	0
müsse	0	0	1	0	0	0	0	0	0	0
hesxh	0	0	0	0	1	0	0	0	0	0
geeil	0	0	0	0	0	0	1	0	0	0
huuere	0	0	0	0	0	0	0	1	0	0
adé	0	0	0	0	1	0	0	0	0	0
dere	0	0	0	0	0	1	0	2	0	2
chum	1	0	0	2	1	0	0	0	1	0
leus	0	0	0	0	0	0	1	0	0	0
caro	0	0	0	0	0	0	0	1	0	0
tima	0	0	0	0	0	0	0	0	1	0
berk	0	0	0	0	0	0	0	0	0	1
sherin	0	1	0	0	0	0	0	0	0	0
heft	0	0	0	0	1	0	0	0	0	0
blaue	0	0	0	0	0	1	0	0	0	0
klar	6	5	0	0	0	0	0	1	1	1
wuche	0	1	2	0	0	0	2	1	0	1
2	0	0	0	1	1	1	1	2	0	4
ih	0	0	1	0	0	0	0	0	1	0
wart	0	0	0	0	0	0	0	1	0	0
fascht	0	1	0	0	0	0	0	0	0	0
chotz	0	0	1	0	0	0	0	0	0	0
i	0	10	15	28	15	11	10	11	9	10
Hmm	0	0	1	2	2	1	0	1	0	0
...	0	6	4	19	11	12	11	8	5	6
Unentschidä	0	0	0	0	0	0	1	0	0	0
redactedQ3tokens22characters	0	0	0	0	0	0	0	2	0	0
redactedQ3tokens10characters	0	0	1	0	0	1	0	0	3	0
tatsach	1	2	0	0	0	0	0	0	0	0
d'	0	0	2	0	3	0	0	0	3	0
Aaaaaaaaaaaah	0	0	0	0	0	0	1	0	0	0
??	0	1	0	2	1	2	0	4	0	1
nacktmolch	0	0	0	0	0	0	0	0	1	0
füren	0	0	0	0	0	0	0	0	0	1
beachten	0	1	0	0	0	0	0	0	0	0
Zumutbarkeit	0	0	0	1	0	0	0	0	0	0
Beurteilung	0	0	0	0	0	1	0	0	0	0
bei	0	1	0	0	0	0	0	2	0	0
Teilzeit	0	0	0	0	0	0	0	0	0	1
uflege	0	0	0	0	1	0	0	0	0	0
wegen	0	0	0	0	0	1	0	0	0	0
wele	0	3	0	0	1	2	1	0	2	0
hed	0	3	6	6	1	3	3	1	1	1
Aah	0	0	0	0	0	0	1	0	0	1
wiss	1	0	0	0	0	0	0	0	0	0
schwanger	0	0	1	0	0	0	0	0	0	0
mi	0	2	3	4	3	7	3	2	2	1
kolleg	0	0	0	0	0	1	1	0	1	0
umshribe	0	0	0	0	0	0	0	1	0	0
züri	0	0	0	0	0	0	0	0	1	0
chrchr	1	0	0	0	0	0	0	0	0	0
emojiQwhiteUpPointingBackhandIndex	0	1	0	0	0	0	0	0	0	0
dich	1	4	3	3	3	4	1	4	3	0
fur	0	0	0	0	2	0	0	0	0	0
gnueg	0	0	1	1	0	1	0	0	0	0
ober	0	0	0	0	0	0	0	1	0	0
chani	0	0	0	0	0	0	0	1	0	1
Jaashoo	0	0	0	0	1	0	0	0	0	0
emojiQtiredFace	0	0	0	0	0	1	0	1	0	0
gshribe	1	0	0	1	1	0	1	0	0	0
sein	1	0	0	0	0	0	2	0	0	0
dat	0	1	0	0	0	0	0	0	0	0
kann	0	0	1	0	0	0	0	0	0	1
Yuwwe	0	0	0	1	0	0	0	0	0	0
shribsh	0	0	0	0	0	0	1	0	0	0
oche	0	0	0	0	0	0	0	1	0	0
denkd	0	0	0	0	0	0	0	0	0	1
denk	3	4	3	0	0	0	0	0	0	1
umegloffe	0	0	0	1	0	0	0	0	0	0
emojiQflushedFace	0	0	0	1	4	0	0	2	1	2
swear	0	0	0	0	1	0	0	0	0	0
s15	0	0	0	0	0	0	1	0	0	0
Mid	0	0	0	0	0	0	0	0	1	0
Igewo	0	0	0	0	0	0	0	0	0	1
frege	0	0	0	0	1	0	1	0	0	0
Was	2	0	1	0	2	3	0	3	4	2
Jouuu	0	0	0	0	0	0	0	0	0	1
wodd	0	2	0	0	0	0	0	0	0	0
Asoo	0	0	0	1	0	0	0	0	0	0
gymi	0	0	0	1	0	0	0	0	0	0
iasho	0	0	0	0	0	0	0	0	0	1
hoffe	8	10	4	0	0	0	0	0	0	0
redactedQ1tokens6characters	0	3	0	3	3	2	5	5	1	3
redactedQ2tokens13characters	0	0	0	1	2	1	0	1	1	1
redactedQ1tokens3characters	1	2	5	1	5	8	2	4	5	4
chopfwehhh	0	0	0	0	0	0	1	0	0	0
sooo	0	0	1	0	0	0	0	1	0	0
Han	0	4	4	6	4	2	1	1	1	0
xD	0	0	1	3	3	1	3	3	2	4
beschneiden	1	0	0	0	0	0	0	0	0	0
foto	0	1	0	0	0	0	0	0	0	0
beim	0	0	1	0	1	0	0	0	0	0
unten	0	0	0	1	0	0	0	0	0	0
bisschen	0	0	0	0	2	0	0	0	0	0
ein	0	0	0	0	0	3	0	0	0	0
noch	0	1	0	1	0	0	1	0	0	0
bitte	0	3	0	2	1	0	2	2	1	0
alleine	0	0	0	0	0	0	0	0	1	0
j-sisters	0	0	0	0	0	0	0	0	0	1
anebracht	0	1	0	0	0	0	0	0	0	0
etzt	0	4	2	0	1	2	0	0	1	1
has	0	0	0	1	0	0	2	1	0	1
Ach	0	0	0	0	1	0	2	0	0	0
redactedQ5tokens23characters	0	0	0	0	1	2	2	3	1	3
begriffr	0	0	0	0	0	0	0	0	1	0
meh	0	1	1	1	2	1	5	1	1	2
Vill	0	0	1	0	0	0	0	0	0	0
Ja	1	5	3	4	2	8	7	4	2	1
redactedQ6tokens29characters	0	0	0	0	0	1	0	1	0	1
zügle	0	0	0	0	0	1	1	0	0	0
läbe	1	0	1	0	1	0	0	1	0	0
schön	5	2	1	0	1	0	2	0	2	0
Ah	0	0	0	2	1	3	1	1	2	1
redactedQ4tokens30characters	0	0	0	0	1	0	1	0	0	0
redactedQ1tokens10characters	0	0	0	0	0	1	1	0	1	0
redactedQ7tokens32characters	0	0	0	0	1	0	2	0	0	0
redactedQ4tokens24characters	0	0	0	0	2	0	0	3	2	2
bechunnt	0	0	0	0	0	0	0	0	0	1
Sorry	5	1	0	0	1	0	0	1	0	0
redactedQ3tokens19characters	0	1	0	0	1	0	2	0	1	0
redactedQ11tokens61characters	0	0	1	0	0	0	0	0	0	0
redactedQ2tokens14characters	0	0	0	1	0	0	1	2	1	0
emojiQsmilingFaceWithSmilingEyes	0	1	0	1	3	5	4	5	1	4
Jaaaaa	0	0	0	0	0	0	0	0	1	0
redactedQ20tokens96characters	0	0	0	0	0	0	0	0	0	1
U.a.	1	0	0	0	0	0	0	0	1	0
pünkt	0	1	0	0	0	0	0	0	0	1
4	0	0	1	0	1	1	0	0	1	0
inzieh	0	0	0	0	1	0	0	0	0	0
lahn	0	1	0	0	0	0	0	0	0	0
erprsse	0	0	1	0	0	0	0	0	0	0
gern	0	1	1	1	0	0	0	2	1	1
nimmt	0	1	0	0	0	0	0	0	0	0
gruppe	0	0	0	1	0	0	0	0	0	0
kontext	0	1	0	0	0	0	0	0	0	0
dem	1	0	5	2	0	0	3	1	1	0
normal	1	1	0	0	0	1	1	1	1	0
werde	0	0	0	0	0	1	0	1	2	1
verdrängt	0	0	0	0	0	0	0	0	1	0
we	0	0	0	0	1	0	0	0	0	1
um	1	2	1	0	0	1	2	1	0	0
weniger	1	0	0	0	0	1	0	0	1	0
wegneh	0	0	0	0	0	0	0	1	0	0
öppis	0	0	0	0	3	2	1	0	4	1
iih	1	0	0	0	0	0	0	0	0	0
gsehn	0	1	1	0	0	0	0	0	0	0
Und	7	1	3	8	5	12	4	6	7	7
gad	0	5	2	0	1	0	1	0	0	1
hypnotisiere	0	0	0	1	0	0	0	0	0	0
wohl	0	1	0	2	3	1	1	0	0	0
murni	0	0	0	0	0	0	0	1	0	0
bestätgt	0	1	0	0	0	0	0	0	0	0
agent	0	0	0	1	0	0	0	0	0	0
weismer	0	0	0	0	0	0	0	0	1	0
Das	0	1	0	1	2	1	1	1	6	6
gfahr	1	1	0	0	0	0	0	0	0	0
bestaht	0	0	0	1	0	0	0	0	0	0
momentan	0	0	1	0	1	0	0	0	0	0
verteilt	0	0	0	0	0	0	1	0	0	0
snickers	0	0	0	0	0	0	0	1	0	0
kämpfe	1	0	0	0	0	0	0	0	0	0
muesi	0	0	0	0	1	0	0	0	0	0
Wenigstens	0	0	0	0	0	1	0	0	0	1
redactedQ4tokens18characters	0	0	0	2	0	0	4	1	0	0
redactedQ6tokens26characters	0	0	0	1	0	1	1	1	0	0
geh	0	0	0	0	1	1	1	0	1	0
morn	1	1	1	3	0	1	0	1	1	3
bluet	0	1	0	0	0	0	0	0	0	0
mittel	0	0	0	1	0	0	0	0	0	0
somne	0	0	0	0	1	0	0	0	0	0
Dasmal	0	0	0	0	0	0	1	0	0	0
mri	0	0	0	0	0	0	0	0	1	0
chliini	0	1	0	0	0	0	0	0	0	0
operiere	0	0	0	0	0	0	0	0	1	0
übercho	0	1	0	0	0	1	0	1	0	0
pflaster	0	0	1	0	0	0	0	0	0	0
Etzt	0	0	0	0	0	1	1	1	0	0
entzündet	0	0	0	0	0	0	0	0	1	0
total	0	0	0	0	0	0	0	0	0	1
redactedQ6tokens24characters	0	0	1	2	1	0	1	0	0	1
redactedQ2tokens12characters	0	0	0	1	0	0	1	1	0	0
zäme	0	0	0	0	1	0	1	0	0	0
mul	0	0	0	0	0	1	0	0	0	0
wasser	0	0	0	0	0	0	0	1	0	0
hoffnig	3	0	0	1	0	0	0	0	0	0
redactedQ3tokens14characters	0	0	0	0	1	1	1	1	3	0
redactedQ3tokens13characters	0	0	2	1	1	7	2	0	3	0
redactedQ2tokens7characters	0	1	0	1	1	4	2	1	3	2
redactedQ1tokens7characters	1	0	1	1	0	0	0	3	0	0
OP	0	0	0	0	0	0	0	0	1	0
Suscht	0	0	0	0	0	0	0	0	0	1
basebad	0	0	1	0	0	0	0	0	0	0
tolle	0	0	0	0	1	0	0	0	0	0
S	0	0	6	7	5	3	2	1	0	1
redactedQ5tokens20characters	0	0	1	1	1	0	1	2	1	1
gha	9	8	1	2	0	2	3	2	2	2
zmittag	0	0	0	0	0	0	0	1	0	1
Sie	0	4	0	3	1	0	0	0	1	1
höcklet	0	0	0	0	0	1	0	0	0	0
zarah	0	0	0	0	0	0	1	0	0	0
bedenkt	1	0	0	0	0	0	0	0	0	0
Wemmer	0	1	0	0	0	0	0	0	0	0
smile	0	0	0	1	0	0	0	0	0	0
Hihi	0	1	0	0	0	1	1	0	1	0
ufghellt	0	0	0	0	0	0	1	0	0	0
bild	0	0	0	1	0	0	0	0	1	1
So	4	2	1	1	0	1	0	0	0	3
wach	0	0	1	0	0	0	0	0	0	0
beidi	0	0	1	2	0	0	1	0	0	1
Klaro	0	0	0	0	1	0	0	0	0	0
redactedQ3tokens20characters	0	0	1	0	0	0	1	0	0	0
redactedQ7tokens36characters	0	0	1	0	1	0	0	0	3	0
action	0	0	0	0	0	0	0	0	0	1
astrid	1	0	0	0	0	0	0	0	0	0
ger	0	0	0	0	1	0	0	0	0	0
NNNN	0	0	0	0	0	1	0	0	0	3
redactedQ3tokens25characters	0	0	0	0	1	0	1	0	0	0
redactedQ12tokens64characters	0	0	0	0	0	0	0	1	0	0
redactedQ18tokens102characters	0	0	0	0	0	0	0	0	1	0
würdi	0	1	0	0	1	0	0	0	0	0
dänn	0	0	1	1	0	0	1	2	0	0
erst	0	0	1	0	0	2	2	3	1	0
häsch	0	0	1	0	0	1	1	0	1	0
abgschlosse	0	0	1	0	0	0	0	0	0	0
wette	2	0	0	1	0	0	0	0	0	0
bereits	0	0	0	0	1	0	0	0	0	0
gröl	0	0	0	0	0	0	0	1	0	0
redactedQ1tokens1characters	0	1	3	4	2	1	3	2	4	3
redactedQ2tokens10characters	0	1	2	1	2	3	1	1	2	4
bearbeite	1	0	0	0	0	0	0	0	0	0
till	0	0	1	0	0	0	0	0	0	0
raffaella	0	0	0	0	0	0	0	0	0	1
erinnern	0	1	0	0	0	0	0	0	0	0
daran	0	1	2	0	0	0	0	0	0	1
wir	0	1	1	0	1	0	0	0	0	0
würden	0	0	0	0	0	1	0	0	0	0
gerne	0	1	0	0	0	1	1	0	0	0
Antragsstellerin	0	0	0	0	0	0	0	0	1	0
geehrte	0	0	0	0	0	0	0	0	0	1
vostande	0	1	0	0	0	0	0	0	0	0
auge	0	0	0	0	0	0	1	0	0	0
beidne	0	0	0	0	0	0	1	1	0	0
weils	0	0	0	0	0	0	0	0	0	1
demig	1	0	0	0	0	0	0	0	0	0
ärgere	0	0	1	0	0	0	0	0	0	0
afangt	0	0	0	0	1	0	0	0	0	0
bovors	0	0	0	0	0	1	0	0	0	0
immo	0	0	0	0	0	0	1	0	0	0
den	0	0	1	0	0	2	1	1	0	1
vowege	1	0	0	0	0	0	0	0	0	0
wad	0	1	0	0	0	0	0	0	0	0
cho	6	5	0	3	1	3	1	1	2	1
ush	0	0	0	0	0	0	1	0	0	0
zürcher	0	0	0	0	0	0	0	1	0	0
wassi	0	1	0	0	0	0	0	0	0	0
weil	0	0	0	0	0	0	1	0	0	0
shlimm	0	0	0	0	0	1	0	0	1	0
fühl	0	2	0	0	0	0	0	0	0	0
g	0	0	0	1	0	0	1	0	0	0
s'	0	0	0	0	1	0	0	0	0	1
nämloch	0	0	0	0	0	0	1	0	0	0
I	1	4	9	4	4	2	5	2	5	1
hesh	2	5	2	1	1	1	0	2	3	0
säge	7	4	1	0	0	3	1	0	0	0
jo	0	3	17	6	4	2	5	4	5	2
chash	0	0	0	0	0	0	0	1	0	2
redactedQ21tokens98characters	0	0	0	0	0	0	0	0	0	1
redactedQ4tokens21characters	0	0	1	0	1	2	1	2	1	3
redactedQ29tokens154characters	0	0	0	0	0	0	1	0	0	0
redactedQ21tokens114characters	0	0	0	0	0	0	0	1	0	0
emojiQsmilingFaceWithOpenMouth	5	0	0	0	1	3	1	2	2	0
emojiQpartyPopper	0	0	1	0	0	0	0	2	0	1
seich	0	1	0	2	0	0	0	0	0	1
muetto	0	0	1	0	0	0	0	0	0	0
minere	0	0	0	1	0	0	0	0	0	0
mol	1	1	1	1	3	2	0	0	3	1
Abo	0	0	0	0	0	0	0	1	0	0
monat	0	0	0	0	0	0	0	0	1	0
fest	1	1	1	1	1	0	0	0	1	1
gaaaaaaanz	0	0	0	0	1	0	0	0	0	0
redactedQ8tokens42characters	0	0	0	1	0	1	0	1	1	0
Sötshm	0	1	0	0	0	0	0	0	0	0
redactedQ8tokens38characters	0	0	1	1	0	0	0	0	0	1
nötig	0	0	0	0	1	0	0	0	0	0
abo	0	0	1	0	1	1	0	0	0	0
zwingend	0	0	0	0	0	0	0	1	0	0
Nid	4	0	0	0	0	0	0	0	1	0
erwecke	1	0	0	0	0	0	0	0	0	0
idruck	0	1	0	0	0	0	0	0	0	0
chönt	0	0	0	0	1	0	0	0	0	0
erfahre	1	2	0	0	0	0	0	0	0	0
redactedQ5tokens22characters	0	0	0	0	2	5	3	0	1	1
emojiQfaceWithoutMouth	0	0	0	0	0	1	0	0	0	0
shlecht	0	0	0	0	0	0	0	1	0	0
hetto	0	0	0	1	0	0	0	0	0	0
hetti	0	0	0	2	0	1	0	0	0	0
gfrogt	0	0	0	0	0	0	1	0	0	0
weni	0	0	1	1	0	0	0	0	2	0
mitgabge	0	0	0	0	0	0	0	0	0	1
Es	0	0	1	6	6	1	3	1	1	0
jein	0	0	0	0	0	0	1	0	0	0
redactedQ17tokens99characters	0	0	0	0	0	0	0	0	0	1
Nei	1	0	2	1	1	1	2	0	2	3
redactedQ4tokens28characters	0	0	0	0	0	2	0	0	0	0
redactedQ2tokens22characters	0	0	0	0	1	0	3	3	3	1
redactedQ6tokens34characters	0	0	0	1	0	0	0	2	0	0
Jo	6	1	5	8	10	9	8	5	7	7
redactedQ21tokens194characters	0	0	0	0	0	0	0	1	0	0
rückmäudig	0	0	0	1	0	0	0	0	0	0
augemein	0	0	0	0	1	0	0	0	0	0
Di	0	0	0	1	0	1	0	1	0	0
ou	0	0	0	5	1	1	0	1	1	1
iz	0	1	0	0	0	0	0	0	0	0
gloube	0	0	1	1	0	0	0	0	0	0
reagiere	0	0	0	0	0	1	0	0	0	0
unis	0	0	0	0	0	0	0	1	0	0
einzelne	0	0	0	0	0	0	0	0	1	0
di	0	0	4	2	0	0	3	2	2	4
vorstöue	1	0	0	0	0	0	0	0	0	0
Chammer	0	1	0	0	0	0	0	0	0	0
zug	0	0	1	1	0	0	0	0	0	1
müesam	0	0	0	0	0	1	0	0	0	0
realisiert	0	1	0	0	0	0	0	0	0	0
sorge	0	2	0	0	0	1	0	0	0	0
baud	0	0	0	0	0	0	1	0	0	0
Hamer	0	0	0	0	0	0	0	0	1	0
usrichte	2	1	0	0	0	0	0	0	0	0
la	0	1	0	0	0	0	0	0	0	0
laht	0	0	0	1	0	0	0	0	0	0
lallo	0	0	0	0	1	0	0	0	0	0
De	0	1	0	1	0	6	1	1	1	3
meischtens	0	0	0	1	0	0	0	0	1	0
bini	0	1	0	0	0	0	1	1	2	1
gsej	1	0	0	0	0	0	0	0	0	0
hiiwiis	0	1	0	0	0	0	0	0	0	0
aus	1	1	1	0	0	0	0	0	0	1
vl	0	0	0	1	0	0	0	0	0	0
söttesis	0	0	0	0	1	0	0	0	0	0
verbott	0	0	0	0	0	1	0	0	0	0
Antstatt	0	0	0	0	0	0	0	1	0	0
lächerlich	0	0	0	0	0	0	0	0	0	1
spannend	0	0	1	0	1	0	0	0	0	0
dvorträg	0	0	0	1	0	0	0	0	0	0
wenigschtens	0	0	0	0	1	0	0	0	0	0
geit	0	0	0	1	1	0	0	0	0	1
Musch	0	1	0	1	0	0	0	0	0	0
fröimi	0	0	0	0	1	0	0	0	0	0
Yeah	0	0	0	0	0	0	0	0	1	0
redactedQ12tokens66characters	0	0	0	0	0	0	0	0	0	1
rekla	0	1	0	0	0	0	0	0	0	0
ashu	0	0	1	0	0	0	0	0	0	0
prekjuce	0	0	0	1	0	0	0	0	0	0
sam	0	0	0	0	1	0	0	0	0	0
To	0	0	0	0	0	1	0	0	0	0
redactedQ1tokens5characters	0	0	1	3	2	3	3	3	5	0
fr	1	0	0	0	1	0	0	1	1	0
redactedQ4tokens19characters	0	2	1	0	0	1	0	0	1	1
redactedQ1tokens2characters	0	1	6	4	4	1	4	7	4	3
moze	0	0	0	1	0	0	0	0	0	0
Rekli	0	0	0	0	0	1	0	0	0	0
johr	0	2	0	0	0	1	0	0	1	1
ende	0	0	0	0	0	0	0	0	1	1
usgang	1	0	0	0	0	0	0	0	1	0
davo	0	1	0	0	0	0	0	0	0	0
Tako	0	0	0	1	0	0	0	0	0	0
NNN	0	0	0	2	1	1	0	0	0	0
flug	0	0	0	0	0	0	0	1	0	0
buechemer	0	0	0	0	0	0	0	0	0	1
wünschi	1	0	1	0	0	0	0	0	0	0
!!!	0	0	0	1	0	3	2	1	4	1
vielmoool	0	0	0	0	0	0	1	0	0	0
Danke	1	2	1	0	0	0	0	1	0	0
nocher	1	0	0	0	0	0	0	0	0	0
freud	2	0	1	0	0	0	0	1	0	0
hüle	0	0	1	0	0	0	0	0	0	0
afange	0	0	0	1	0	1	0	0	0	0
grennt	0	0	0	0	0	0	1	0	0	0
zimmer	0	0	0	0	1	0	0	1	1	0
her	0	1	1	0	0	0	1	0	1	0
