	0	1	2	3	4	5	6	7	8	9
nei	0	0	1	0	0	0	2	2	2	0
bisch	0	10	13	11	7	4	4	0	1	7
sinere	0	0	1	0	0	1	0	0	0	1
hand	0	0	0	1	0	0	0	0	0	0
über	0	2	1	0	2	0	0	2	0	2
rede	0	0	0	0	0	0	3	0	0	0
es	137	19	5	5	4	6	4	11	9	8
git	0	1	4	3	0	0	0	0	0	1
wo	0	4	1	7	2	1	4	3	2	0
hübsch	0	0	0	0	0	1	0	0	0	0
findet	0	0	0	2	1	1	1	0	0	0
wenn	9	0	3	2	4	7	3	2	2	2
sobald	2	1	0	0	0	0	0	0	0	0
sylvestre	0	2	0	4	1	0	1	1	0	0
gseht	0	0	0	1	2	1	0	1	0	1
zu	0	4	1	3	1	4	1	2	1	1
rennt	0	0	0	0	0	0	0	0	1	0
so	9	34	22	15	12	8	15	8	22	15
eini	0	2	1	1	0	0	0	0	0	0
mal	0	5	9	4	4	3	1	0	2	4
gseit	1	1	5	1	2	0	0	0	4	0
hett	0	0	0	2	4	4	2	1	1	2
gschtande	0	0	0	0	0	0	0	0	0	1
d'	12	0	0	0	1	0	0	0	2	0
vogel	0	1	0	0	0	0	0	0	0	0
sterbet	0	0	1	0	0	0	0	0	0	0
weni	0	0	0	1	0	1	1	2	1	0
lut	0	0	0	0	1	0	0	0	0	0
emojiQunamusedFace	0	0	0	2	1	0	4	1	0	0
hahahha	0	0	0	0	1	0	0	1	0	0
aww	0	0	0	0	0	0	0	1	1	0
emojiQdragonFace	0	0	0	0	0	0	0	0	0	1
viel	0	1	5	3	0	0	0	2	0	0
wenig	0	0	2	1	1	1	0	0	0	0
chönnd	0	0	3	0	1	2	0	0	0	0
wie	0	0	4	2	2	3	0	4	3	5
mer	81	14	2	4	1	4	4	3	3	8
wennd	0	0	0	0	0	1	1	0	0	1
sin	2	3	0	0	0	0	0	1	0	0
führerschiih	0	1	0	0	0	0	0	0	0	0
weg	2	2	4	2	1	0	0	3	0	2
:D	0	0	0	1	3	1	1	0	2	5
hender	0	0	0	0	0	0	0	2	0	1
batterie	1	0	0	0	0	0	0	0	0	0
scheisse	0	1	0	0	0	0	0	1	2	0
hends	0	0	0	0	1	0	1	0	0	1
ersetzt	0	0	0	0	0	0	1	0	0	0
:	0	0	1	1	1	1	4	1	2	3
F	0	0	0	0	0	0	0	0	1	0
mini	10	3	2	2	0	0	3	1	1	5
fründin	0	0	2	2	1	1	0	0	1	0
ah	0	0	0	1	2	0	1	0	0	1
nid	1	28	18	8	2	10	3	11	10	8
?!	0	0	1	1	1	1	1	0	1	0
:0	0	0	0	1	1	1	1	1	0	1
gstalkt	0	0	1	0	0	0	0	0	0	0
hend	0	0	4	15	11	8	9	6	5	4
hass	0	0	0	0	0	0	0	0	1	0
eus	0	7	1	0	2	0	1	0	0	1
eu	0	2	0	1	0	0	0	0	0	0
han	1	1	4	12	9	16	4	13	3	5
treffed	0	0	0	0	0	1	0	0	0	0
da	8	6	5	2	3	4	5	5	4	3
jaa	0	0	0	0	0	1	0	0	1	1
eine	3	6	0	0	0	0	1	0	2	1
aluegt	0	0	1	0	0	0	0	0	0	0
als	0	1	1	3	1	2	1	3	1	2
ob	0	1	0	0	0	1	0	0	0	0
der	8	6	3	4	2	1	4	6	2	3
jetzt	0	9	3	0	0	3	2	2	6	3
grAd	0	0	0	0	0	0	0	0	1	0
muss	1	0	0	3	1	1	2	0	0	0
no	6	24	20	8	6	3	7	4	5	10
sege	0	0	0	0	1	0	0	1	2	2
alsoo	0	0	0	0	0	1	0	0	0	0
emojiQspeakNoEvilMonkey	0	0	0	1	0	3	0	1	2	0
epper	1	1	2	0	0	0	0	0	0	0
emojiQsmirkingFace	0	0	0	2	3	1	2	1	1	2
hmm	0	0	0	0	1	0	2	1	1	0
sitzisch	0	0	0	0	1	0	0	0	1	0
lies	0	0	0	0	0	0	0	1	0	0
h	0	0	0	0	0	0	0	0	2	0
doch	1	2	0	2	0	3	5	5	1	2
mega	0	4	1	2	2	0	2	1	1	2
oft	0	0	1	0	0	0	0	0	0	0
in	2	7	3	8	4	6	2	2	4	2
argentinie	0	0	0	0	1	0	0	0	0	0
:/	0	0	0	0	1	2	2	1	3	2
würd	0	0	5	3	2	1	1	2	4	1
willsch	2	2	0	3	2	1	0	0	0	1
frege	0	0	1	0	0	0	0	0	0	0
wür	0	0	0	0	1	1	0	2	0	2
Jaaa	0	0	0	0	1	0	0	2	0	0
:p	0	0	0	1	1	2	1	0	3	0
doochh	0	0	0	0	0	0	0	0	0	1
hesch	3	3	16	14	9	9	7	4	3	2
dass	0	3	5	8	6	2	5	12	7	7
die	23	14	11	4	7	3	4	2	7	1
staht	0	0	0	3	0	1	1	2	0	0
hahhahhahah	0	0	0	0	0	1	0	0	0	1
hammer	0	0	0	0	0	0	1	0	0	0
danke	0	0	0	0	0	0	0	2	1	1
tuet	0	0	0	0	0	0	1	2	1	0
ulrica	1	1	0	0	0	0	0	0	0	0
dusse	0	0	1	0	0	0	1	0	0	0
spricht	0	0	0	0	0	0	0	1	0	0
:')	0	0	0	0	1	1	1	1	4	1
WaArt	0	0	0	0	0	0	0	0	0	1
se	1	3	1	0	0	0	0	2	1	1
,	1	3	20	13	24	24	28	13	20	20
ihre	3	4	2	2	2	3	2	1	2	0
fründ	0	3	3	0	2	0	1	2	0	1
duu	1	0	0	0	0	0	0	0	0	0
voll	0	4	1	2	1	3	3	2	2	6
aze	1	0	0	0	1	0	0	0	0	0
abfahrsch	0	0	0	0	0	1	0	0	0	0
ehm	0	0	1	0	1	1	2	0	1	0
wer	0	1	0	4	0	2	1	3	0	2
sell	1	0	3	1	1	0	0	1	0	0
tschentelman	0	0	1	0	0	0	0	0	0	0
mache	1	0	0	5	5	6	2	3	1	0
lueg	0	0	0	0	0	1	1	0	1	0
kei	5	5	7	2	1	2	3	0	3	2
geld	0	1	0	2	0	1	1	0	0	0
debi	0	0	0	1	2	0	0	0	0	1
hahahaahs	0	0	0	0	0	0	0	1	0	0
wär	0	0	0	1	0	1	2	1	1	2
heisst	2	1	0	0	2	0	1	1	1	1
quasi	0	2	0	0	0	1	0	0	0	0
nur	3	4	7	3	1	1	3	0	4	3
noobs	0	0	1	0	0	1	0	0	0	0
a	0	5	6	2	3	4	4	1	0	0
interessiert	0	0	1	0	1	0	2	0	0	1
sind	2	2	5	8	7	10	3	4	6	4
hahahhahah	0	0	0	0	0	0	0	0	0	1
flüget	0	1	0	0	0	0	0	0	0	0
emojiQgrinningFaceWithSmilingEyes	0	1	2	2	1	1	1	2	1	2
aber	0	3	0	3	11	14	8	9	13	5
trotzdem	0	1	1	0	0	0	1	1	0	0
mirs	3	0	0	0	0	0	0	0	0	0
niemerm	0	0	0	0	1	0	0	0	0	0
Geil	0	0	0	0	0	1	0	0	0	0
noelle	0	0	0	0	0	0	1	0	0	0
wills	0	0	0	0	0	0	0	2	0	1
wohl	0	0	0	0	0	0	0	0	2	0
mehrmals	0	1	3	0	0	0	0	0	0	0
Vo	0	0	1	0	1	0	0	1	0	0
verarscht	0	0	4	0	4	0	0	0	0	0
worde	0	1	2	1	1	1	2	0	0	0
ish	3	6	11	17	8	11	7	7	8	4
perfekt	1	0	1	0	0	0	0	0	0	1
sies	3	0	0	0	0	0	0	0	0	0
selled	0	2	0	0	0	0	0	0	0	0
wiiter	0	0	1	0	0	0	0	0	1	0
verzelled	0	0	0	1	0	0	0	0	0	0
ahhjavoll	0	0	0	0	1	0	0	0	0	0
machsch	0	0	0	4	2	4	0	0	0	1
nechste	0	0	1	0	0	0	0	1	0	0
ok	0	0	0	1	0	0	1	1	3	2
id	1	1	2	3	0	0	0	0	1	1
hopro	0	0	1	0	0	0	0	0	0	0
gahn	0	0	1	1	0	0	0	0	0	0
hahahahahhahahahah	0	0	0	0	0	1	0	0	0	0
wart	0	0	0	0	0	0	0	2	0	0
hahahaha	0	0	0	0	0	0	1	2	1	0
staalker	0	0	0	0	0	0	0	0	0	1
anonymi	0	1	0	0	0	0	0	0	0	0
opfer	0	0	2	0	0	0	0	0	0	0
stresse	0	1	1	0	1	1	0	0	0	0
chen	0	0	0	0	0	1	0	0	0	0
weisch	0	3	0	1	0	0	2	2	2	0
hübschischt	0	0	1	0	0	0	0	0	0	0
Ne	0	0	1	0	0	1	1	1	1	0
ke	0	0	1	1	0	1	1	1	0	3
ahnig	0	0	1	0	0	1	1	1	1	0
zemme	0	2	0	1	0	0	0	0	0	0
gah	0	0	1	3	1	2	1	0	1	1
chönd	0	1	1	3	3	0	0	1	1	1
gell	0	0	0	0	1	3	0	0	0	1
!	0	0	3	10	11	12	7	4	10	9
mercii	0	0	0	0	0	0	1	1	0	0
mediaQremoved	0	0	2	6	4	11	4	12	8	8
vom	0	2	1	4	2	0	1	1	2	1
dani	0	0	1	0	0	0	0	0	0	0
fritig	0	0	0	1	0	0	0	0	0	0
mitbechunsch	0	0	0	0	1	0	0	0	0	0
s'	2	2	1	0	0	0	0	1	0	0
din	3	2	0	2	0	0	0	1	0	2
name	0	2	0	0	0	0	0	1	0	0
2	1	3	3	1	3	0	1	1	3	1
's	0	2	0	0	1	0	0	0	0	0
jajajaj	0	0	0	0	0	0	0	0	1	0
******	0	0	1	0	0	0	0	0	0	0
seit	0	0	0	1	1	0	0	0	1	0
geh	0	0	1	0	1	1	2	1	0	1
xxxxxxxxxxxxxx@yyyy.ch	0	0	0	0	0	1	0	0	0	0
Jepp	0	0	0	0	0	0	1	0	0	0
schicks	0	0	0	0	0	0	0	0	1	0
dir	3	8	3	4	1	3	1	2	4	2
adas	0	1	0	0	0	0	0	0	0	0
woni	0	0	0	0	2	0	0	0	0	0
hoffnig	0	0	1	0	0	0	0	0	0	0
verlüred	0	0	0	1	1	0	0	0	0	0
emojiQfaceWithStuckOutTongueAndTightlyClosedEyes	0	0	0	1	1	3	1	0	2	1
ebe	0	0	0	0	3	0	0	2	4	1
mich	6	19	5	1	0	2	3	4	5	4
wärend	0	0	1	0	0	0	0	0	0	0
em	0	4	4	2	2	1	0	2	1	0
penne	0	0	1	0	1	0	0	0	0	0
somene	0	0	0	0	0	0	1	0	0	0
sprützteil	0	0	0	0	0	0	0	1	0	0
nass	0	1	2	0	1	0	0	1	1	0
macht	0	0	1	5	1	2	2	0	2	1
[LastName]	0	3	2	1	4	2	0	0	3	0
echt	0	1	1	0	0	0	0	0	2	0
schearz	0	0	0	0	1	0	0	0	0	0
hahaa	0	0	0	0	0	0	0	1	0	0
jöö	0	0	0	0	0	0	0	1	1	0
chasch	0	0	6	3	3	2	1	1	2	2
morn	0	7	5	0	1	1	0	2	3	2
en	7	19	6	4	0	2	4	1	5	3
lebkueche	0	0	0	0	0	0	1	0	0	0
agmacht	0	0	1	0	0	0	0	0	0	0
haahhahahah	0	0	0	0	0	0	0	0	1	0
oh	0	0	0	0	0	0	0	1	0	1
berkay	0	1	0	0	0	0	0	0	0	0
bi	2	6	5	3	6	4	6	2	2	7
ii	0	0	1	0	0	0	0	0	0	0
bin	0	0	7	7	9	6	4	1	3	6
jaaa	0	0	0	0	0	0	1	2	0	0
foti	0	1	0	0	0	0	0	1	0	0
ganz	0	2	1	3	3	2	1	1	2	2
nacht	0	0	2	1	0	0	0	1	0	0
letscht	0	0	2	0	1	0	0	0	0	0
staffle	0	0	0	0	0	1	0	0	0	0
lauft	0	0	1	0	0	1	2	0	1	1
whaat	0	0	0	0	0	0	0	0	0	1
nedmal	1	0	0	0	0	0	0	0	0	0
famechürbis	0	0	1	0	0	0	0	0	0	0
inepasst	0	0	0	1	0	0	0	0	0	0
soo	0	0	0	0	0	0	1	0	1	0
salz	0	0	0	0	0	0	0	1	0	0
bruucht	0	0	0	2	0	1	0	0	1	0
vermuetet	0	0	1	0	0	0	0	0	0	0
hehe	0	0	0	1	0	1	0	0	1	0
Denn	0	0	1	0	0	1	0	0	2	0
nachher	0	0	1	0	0	0	0	0	0	0
et	0	0	0	1	0	0	0	0	0	0
Ouu	0	0	0	0	0	0	1	0	0	0
weelii	0	0	0	0	0	0	0	0	1	0
undso	0	1	0	0	0	0	0	0	0	0
shlecht	0	0	1	0	1	0	0	0	0	0
vo	1	6	9	11	8	3	2	3	4	4
redet	0	0	0	0	0	1	1	0	0	0
ka	0	0	2	0	0	0	0	0	1	1
sine	1	0	0	0	0	1	0	0	0	0
weniger	0	1	0	0	1	0	0	0	0	2
breit	0	0	1	0	0	0	0	0	0	0
emojiQfaceScreamingInFear	0	0	0	0	5	0	0	1	0	1
emojiQfaceWithOpenMouthAndColdSweat	0	0	0	0	0	0	1	3	0	0
mine	1	0	0	0	0	0	0	1	0	0
breiter	0	2	0	0	0	0	0	0	0	0
NNN	0	0	0	1	1	0	0	0	1	0
heimlich	0	0	0	0	0	1	0	0	0	0
grössere	0	0	1	0	0	0	0	0	0	0
(	0	1	1	0	4	1	1	2	1	2
obwohl	0	0	0	0	0	1	0	0	2	0
weiss	0	1	2	0	1	2	3	4	4	2
stimmt	0	0	3	0	0	0	0	1	1	3
)	0	0	0	3	1	1	0	8	2	4
emojiQrevolvingHearts	0	0	0	0	0	2	4	0	0	1
Phahaha	0	0	0	0	0	0	1	0	0	0
emojiQsparklingHeart	0	0	0	1	0	0	0	0	1	0
status	0	0	0	1	0	0	0	0	0	0
mues	1	0	0	1	2	1	0	0	0	1
tue	0	0	0	0	1	2	0	0	0	0
insta	0	0	0	0	0	0	0	1	0	0
&	0	0	2	0	4	1	1	1	2	2
einte	0	1	0	0	0	0	0	0	0	0
endi	1	0	1	0	0	0	0	0	0	0
berüehrt	0	0	0	0	0	1	0	0	0	0
aaaaahhhaaaaaa	0	0	0	0	0	0	1	0	0	0
fuck	0	0	0	0	0	0	0	0	1	0
rechts	0	1	0	0	0	0	0	0	0	0
nebed	0	1	1	0	0	0	0	0	0	0
sitze	0	0	0	2	0	1	0	0	0	0
xD	0	0	3	2	3	3	5	3	3	1
bimir	0	0	0	0	0	0	0	0	1	0
falsch	0	2	0	0	0	0	0	0	0	0
brucht	0	1	1	0	0	2	0	0	0	1
uufmerksamkeit	0	0	0	0	0	0	0	0	1	0
gfehlt	0	1	0	0	0	0	0	0	0	0
;D	0	0	0	1	1	0	0	0	0	0
emojiQokHandSign	0	0	0	0	0	1	1	1	2	2
dete	0	0	1	0	1	0	0	0	0	0
Scho	0	0	0	0	0	1	0	1	0	0
guet	0	5	7	4	1	3	4	3	4	8
vooll	0	0	0	0	0	0	0	0	1	0
kloster	1	0	0	0	0	0	0	0	0	0
höf	0	2	0	0	0	0	0	0	0	0
verleit	0	0	1	0	0	0	0	0	0	0
dene	0	0	1	0	0	1	0	0	0	0
leibeigene	0	0	0	0	0	0	0	1	0	0
fürd	0	0	0	1	0	0	0	1	1	0
skitag	0	1	0	0	0	0	0	0	0	0
Johoo	0	0	0	0	0	0	0	1	0	0
:))	0	0	0	0	1	2	1	1	1	0
emojiQthumbsUpSign	0	0	1	3	0	2	1	3	2	4
mitcho	1	0	0	0	0	0	1	0	0	0
emojiQsmilingFaceWithSmilingEyes	0	0	2	1	8	1	1	4	2	2
emojiQheavyBlackHeart	0	0	0	3	7	10	6	2	3	4
kp	0	0	0	0	0	1	0	0	0	0
emojiQgrowingHeart	0	0	0	0	0	0	0	0	1	0
emojiQfaceThrowingAKiss	0	1	3	2	2	3	11	3	5	6
nie	1	10	4	1	1	1	0	0	0	0
hani	0	0	0	1	0	3	2	2	1	3
gfregt	0	0	0	0	0	0	0	1	0	0
schuld	0	0	0	1	0	1	0	0	0	0
denked	0	1	1	0	0	0	0	0	0	0
duuh	11	0	0	1	1	0	0	1	0	2
segsch	0	0	0	0	1	0	0	0	0	0
dluna	1	0	0	0	0	0	0	1	0	0
leher	0	0	1	0	0	0	0	0	0	0
filmt	0	0	0	1	0	0	0	0	0	0
unsoo	0	0	0	0	1	0	0	0	0	0
iaaa	0	0	0	0	1	1	0	2	1	0
block	0	0	1	0	0	0	0	0	0	0
Waad	0	0	0	0	1	0	0	0	0	0
zersch	0	0	0	0	0	0	0	0	1	0
fûr	0	0	1	0	0	0	0	0	1	0
muetprob	0	0	0	0	0	0	1	0	0	0
hettsch	0	0	0	0	0	0	0	1	0	0
selle	0	0	0	0	1	0	0	0	1	0
chaufe	0	0	0	1	1	0	0	0	1	1
s	9	22	5	5	2	2	3	4	6	2
gsait	0	0	0	0	1	0	0	0	0	0
ahh	0	0	0	0	0	0	0	1	1	0
chilligi	0	0	0	0	0	0	0	0	0	1
ehner	0	1	0	0	0	0	0	0	0	0
problem	0	0	4	1	1	0	0	0	0	0
will	0	1	1	3	12	4	3	2	1	2
nanig	0	0	0	0	0	0	1	1	0	0
ihr	15	0	0	0	1	0	0	0	1	0
nüm	1	4	0	3	1	1	1	1	1	0
nebetenand	0	0	1	0	0	0	0	0	0	0
schlafet	0	0	0	1	0	0	0	0	0	0
emojiQcryingFace	0	0	0	0	1	1	1	0	0	0
neee	0	0	0	0	0	1	0	0	0	0
glaubi	0	0	0	0	0	0	1	0	0	1
mum	0	0	0	0	0	0	0	1	0	1
massier	0	0	0	1	0	0	0	0	0	0
grosse	0	0	0	0	0	1	0	0	1	0
hände	0	0	0	0	0	0	1	0	0	0
Grösse	0	0	0	0	0	0	0	0	1	0
füsse	0	0	0	0	0	0	0	0	0	1
wetsch	0	0	0	1	0	0	0	0	1	0
Und	0	0	0	3	4	6	6	6	6	5
min	3	4	0	1	0	2	1	0	1	0
dad	0	0	0	0	0	0	0	1	0	0
medie	0	0	1	0	0	0	0	0	0	0
weeeeh	0	0	0	0	0	0	0	1	0	0
mann	0	0	0	0	0	0	0	0	1	1
alte	0	0	0	0	0	0	1	0	0	1
helfe	0	0	0	0	1	1	0	0	0	0
wirsch	1	1	1	1	1	1	1	0	1	0
gseut	0	1	0	0	0	0	0	0	0	0
beide	0	1	1	0	1	0	0	0	0	0
wiiterchömed	0	0	1	0	0	0	0	0	0	0
hetemer	0	0	0	0	1	0	0	0	0	0
bvb	0	0	1	0	0	0	1	0	0	0
gege	0	2	0	0	0	0	0	1	0	0
bayern	0	0	0	0	0	0	0	0	1	0
chats	0	0	0	1	0	0	0	0	0	0
schivkt	0	0	0	0	1	0	0	0	0	0
anderis	0	0	0	0	0	0	0	0	0	1
paar	0	4	2	0	1	0	0	1	1	0
verstande	0	0	2	1	0	0	0	0	0	0
denkt	0	1	0	1	2	0	0	5	1	1
eifach	1	3	2	2	0	0	1	1	5	3
uufpasst	0	0	0	1	0	0	0	0	0	0
ufd	0	1	0	0	0	1	0	0	1	0
emojiQfaceWithColdSweat	0	0	0	0	0	0	1	0	0	2
*	0	0	0	1	2	5	0	1	0	3
jahuere	0	0	0	0	0	0	0	0	1	0
dies	0	1	0	0	0	0	0	0	0	0
vos	0	0	0	0	1	0	0	0	0	0
schomal	0	0	0	0	0	1	0	0	0	0
gha	0	0	0	3	2	2	2	2	1	1
böhi	0	0	1	0	1	0	0	0	0	0
seg	1	0	0	2	1	3	1	1	0	0
böggii	0	0	1	0	0	0	0	0	0	0
gstande	0	0	0	1	0	0	0	0	0	0
ne	1	0	0	1	0	2	1	1	0	0
emojiQtwoHearts	0	0	0	0	0	0	2	2	0	1
hahahahahahahahahaomgggg	0	0	0	0	0	0	0	0	0	1
z	3	4	7	5	3	2	3	1	5	5
vil	1	0	1	0	0	0	0	1	0	0
flügsch	0	0	0	1	0	1	0	0	0	0
:(	0	0	0	0	4	3	1	0	1	3
emojiQpersonWithFoldedHands	0	0	1	1	1	2	0	0	0	0
n8	0	0	0	0	0	0	0	0	1	0
veryvery	0	0	0	0	0	0	0	0	0	1
emojiQwhiteSmilingFace	0	0	0	0	10	3	7	5	3	6
emojiQpersonRaisingBothHandsInCelebration	0	0	0	0	0	1	0	0	0	0
iichh	0	0	0	0	0	0	0	1	0	0
auu	0	0	0	0	0	0	0	0	1	0
:)))	0	1	0	0	0	0	0	0	0	2
NNNN	0	1	1	0	1	0	0	0	0	0
gmerkt	0	1	0	0	0	0	1	0	0	0
dassi	0	0	0	0	0	0	0	1	0	0
erst	1	1	3	1	1	0	2	1	1	0
sich	11	10	2	0	1	2	4	1	3	1
anderi	0	2	5	0	1	0	0	0	0	0
wertlos	0	0	1	0	0	0	0	0	0	0
fühled	0	0	0	1	0	0	0	0	0	0
hacksch	0	0	0	0	0	1	0	0	0	0
lüüt	0	1	2	1	0	0	0	1	0	0
ume	0	1	2	0	1	0	0	1	1	0
1/2	0	0	1	0	0	0	0	0	0	0
kollege	0	1	0	1	0	0	0	0	0	1
med	0	1	0	0	0	0	0	1	0	0
gschid	0	0	0	0	0	0	0	0	0	1
zeige	0	0	0	1	0	0	0	0	0	0
Vergiss	0	0	0	0	0	0	1	0	0	0
böse	0	0	1	0	0	0	0	0	0	0
nachrichte	0	0	0	1	0	0	0	0	0	0
wet	0	0	1	0	0	1	0	1	0	1
schicke	0	0	1	0	0	0	1	0	0	0
antworte	0	0	0	0	0	0	0	0	1	0
wichtig	0	0	2	0	0	0	0	0	0	0
kaa	0	0	0	0	0	0	1	0	0	0
findsch	0	0	0	0	0	1	0	2	0	0
zwüsched	0	0	1	0	0	0	0	0	0	0
entscheide	0	0	0	1	1	0	0	0	0	0
uufhöre	0	0	0	0	0	1	0	0	0	0
münd	0	0	0	1	0	1	1	0	0	0
nöd	10	8	14	4	5	5	9	5	5	4
hinder	0	0	1	0	0	0	0	0	0	1
stahn	0	0	0	0	1	0	0	0	0	0
um	0	3	2	2	0	0	3	0	0	2
